mobile_name,rating,ram_rom,display,camera,battery,processor,price,mobile_link
"Apple iPhone 15 Pro (Blue Titanium, 256 GB)",4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹1,14,999",https://www.flipkart.com/apple-iphone-15-pro-blue-titanium-256-gb/p/itm768301f4e20c7?pid=MOBGTAGPYQYFGVEY&lid=LSTMOBGTAGPYQYFGVEYHDYO2F&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_339&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGTAGPYQYFGVEY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix Note 40 Pro+ 5G (Obsidian Black, 256 GB)",4.2,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7020 Processor,"₹21,999",https://www.flipkart.com/infinix-note-40-pro-5g-obsidian-black-256-gb/p/itm1e332dc2f3cb2?pid=MOBGZCBWHB826QSC&lid=LSTMOBGZCBWHB826QSCHYE2PM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_340&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGZCBWHB826QSC.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix Note 40 Pro+ 5G (Racing Grey, 256 GB)",4.2,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7020 Processor,"₹21,999",https://www.flipkart.com/infinix-note-40-pro-5g-racing-grey-256-gb/p/itm1e332dc2f3cb2?pid=MOBH3JZHXJDV4DHZ&lid=LSTMOBH3JZHXJDV4DHZJQPUWY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_341&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBH3JZHXJDV4DHZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix HOT 12 Play (Daylight Green, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor,"₹5,849",https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KY6JUTSNCP&lid=LSTMOBGE2KY6JUTSNCPGWOMYY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_342&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGE2KY6JUTSNCP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Mirror Black, 256 GB)",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹15,999",https://www.flipkart.com/poco-x6-5g-mirror-black-256-gb/p/itmb410289a9f053?pid=MOBGWMGBZHPVFZ5R&lid=LSTMOBGWMGBZHPVFZ5RDNPXJH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_343&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGWMGBZHPVFZ5R.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix Note 40 Pro 5G (Titan Gold, 256 GB)",4.1,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,Mediatek Dimensity 7020 Processor,"₹17,999",https://www.flipkart.com/infinix-note-40-pro-5g-titan-gold-256-gb/p/itmabf2f4763835d?pid=MOBGZCBWJ36YUPPF&lid=LSTMOBGZCBWJ36YUPPF06LOZW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_344&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGZCBWJ36YUPPF.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme GT 6 (Fluid Silver, 512 GB)",4.5,16 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹44,999",https://www.flipkart.com/realme-gt-6-fluid-silver-512-gb/p/itm1a28b99c077b5?pid=MOBHFGUHE2P2VDMM&lid=LSTMOBHFGUHE2P2VDMMKHJAKR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_345&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHFGUHE2P2VDMM.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme Narzo N63 4G (Twilight Purple, 64 GB)",4.1,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic Warranty 1 year for handset and 6 months for accessories.,"₹7,934",https://www.flipkart.com/realme-narzo-n63-4g-twilight-purple-64-gb/p/itm9cd89d063a553?pid=MOBH223HFVHYH3QW&lid=LSTMOBH223HFVHYH3QWW0NG63&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_346&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBH223HFVHYH3QW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Snowstorm White, 512 GB)",4.3,12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹18,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-512-gb/p/itm702c7cefff09f?pid=MOBGWMGBEXPKZSRG&lid=LSTMOBGWMGBEXPKZSRGOI3Z67&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_347&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGWMGBEXPKZSRG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 12 5G (Pastel Blue, 256 GB)",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor,"₹14,149",https://www.flipkart.com/redmi-12-5g-pastel-blue-256-gb/p/itmb36e1b436cfa9?pid=MOBGS9T8EPYWHHSG&lid=LSTMOBGS9T8EPYWHHSGJNHNFQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_348&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGS9T8EPYWHHSG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme NARZO 70 5G (FOREST GREEN, 128 GB)",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP Rear Camera | 16MP Front Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,399",https://www.flipkart.com/realme-narzo-70-5g-forest-green-128-gb/p/itm0d29cc0b3111b?pid=MOBHYFDAZG9PG4NR&lid=LSTMOBHYFDAZG9PG4NROXDTPE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_349&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHYFDAZG9PG4NR.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy A15 5G (Light Blue, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,"₹16,890",https://www.flipkart.com/samsung-galaxy-a15-5g-light-blue-128-gb/p/itm7ebaa454bf5cb?pid=MOBGWD85TPKVHRUA&lid=LSTMOBGWD85TPKVHRUAAN6FR7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_350&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGWD85TPKVHRUA.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy A54 5G (Awesome Graphite, 128 GB)",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,"Exynos 1380, Octa Core Processor","₹24,100",https://www.flipkart.com/samsung-galaxy-a54-5g-awesome-graphite-128-gb/p/itm3474dcb32e38b?pid=MOBGNE4SFB9HPZST&lid=LSTMOBGNE4SFB9HPZSTYV5QUH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_351&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGNE4SFB9HPZST.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,"₹40,499",https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-iceblue-128-gb/p/itm0bb662185bcc4?pid=MOBGYT2HX4A4QAWW&lid=LSTMOBGYT2HX4A4QAWWILKKCV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_352&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGYT2HX4A4QAWW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO F6 5G (Titanium, 256 GB)",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP | 20MP Front Camera,5000 mAh Battery,8s Gen3 Processor,"₹23,999",https://www.flipkart.com/poco-f6-5g-titanium-256-gb/p/itme731d9a334947?pid=MOBHYUZGBKPPKU5A&lid=LSTMOBHYUZGBKPPKU5ANRTMEK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_353&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHYUZGBKPPKU5A.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro 5G (Monet Gold, 256 GB)",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999",https://www.flipkart.com/realme-13-pro-5g-monet-gold-256-gb/p/itmf7360eb52d883?pid=MOBH2YYDHZS2KAYA&lid=LSTMOBH2YYDHZS2KAYAIQXR6J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_354&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBH2YYDHZS2KAYA.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme GT 6 (Fluid Silver, 256 GB)",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹40,999",https://www.flipkart.com/realme-gt-6-fluid-silver-256-gb/p/itm1a28b99c077b5?pid=MOBHFGUHTRX6RD6H&lid=LSTMOBHFGUHTRX6RD6HVQYQKD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_355&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHFGUHTRX6RD6H.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme GT 6 (Razor Green, 256 GB)",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹40,999",https://www.flipkart.com/realme-gt-6-razor-green-256-gb/p/itm1a28b99c077b5?pid=MOBHFGUHK2HQYGTC&lid=LSTMOBHFGUHK2HQYGTCJVD03Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_356&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHFGUHK2HQYGTC.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Arctic White, 256 GB)",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹16,810",https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm82475e073eb2e?pid=MOBGXFFMY54GVFCJ&lid=LSTMOBGXFFMY54GVFCJ56PY0Q&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_357&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGXFFMY54GVFCJ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Chromatic Purple, 256 GB)",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹17,999",https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-256-gb/p/itmf0a3e4e21fcc3?pid=MOBHFM37FTDRENMH&lid=LSTMOBHFM37FTDRENMHIREZAU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_358&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHFM37FTDRENMH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme GT 6 (Razor Green, 512 GB)",4.5,16 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹44,999",https://www.flipkart.com/realme-gt-6-razor-green-512-gb/p/itm1a28b99c077b5?pid=MOBHFGUHGQGENBSK&lid=LSTMOBHFGUHGQGENBSK6GHDKC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_359&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBHFGUHGQGENBSK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Prism Gold, 128 GB)",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹15,999",https://www.flipkart.com/redmi-note-13-5g-prism-gold-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXMQEFE9VH&lid=LSTMOBGXYWXMQEFE9VH85TFQP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_15_360&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=32c98104-fa3b-4f41-9d60-a8eceaa8a877.MOBGXYWXMQEFE9VH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Prism Gold, 128 GB)",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹15,999",https://www.flipkart.com/redmi-note-13-5g-prism-gold-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXMQEFE9VH&lid=LSTMOBGXYWXMQEFE9VH85TFQP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_361&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGXYWXMQEFE9VH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme GT 6 (Razor Green, 512 GB)",4.5,16 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹44,999",https://www.flipkart.com/realme-gt-6-razor-green-512-gb/p/itm1a28b99c077b5?pid=MOBHFGUHGQGENBSK&lid=LSTMOBHFGUHGQGENBSK6GHDKC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_362&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBHFGUHGQGENBSK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Stealth Black, 256 GB)",4.1,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹18,500",https://www.flipkart.com/redmi-note-13-5g-stealth-black-256-gb/p/itma5516a3a3e308?pid=MOBGZDPUZZJECUCH&lid=LSTMOBGZDPUZZJECUCHXD4NPG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_363&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGZDPUZZJECUCH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) Plus (Black, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 50MP | 50MP Front Camera,5000 mAh Battery,Dimensity 7350 Pro 5G Processor,"₹27,999",https://www.flipkart.com/nothing-phone-2a-plus-black-256-gb/p/itm0c99b11bfe22d?pid=MOBH322WW3NZ5HRY&lid=LSTMOBH322WW3NZ5HRYQF8TQZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_364&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBH322WW3NZ5HRY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"IQOO Z9x (Storm Grey, 128 GB)",4.2,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,"Octa core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor","₹13,080",https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm37ed9034fd805?pid=MOBHF6ZZY5SMYZTP&lid=LSTMOBHF6ZZY5SMYZTPZCKMXF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_365&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBHF6ZZY5SMYZTP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme NARZO 70X 5G (FOREST GREEN, 128 GB)",4.1,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ 5G Chipset Processor,"₹10,999",https://www.flipkart.com/realme-narzo-70x-5g-forest-green-128-gb/p/itm4ef66169ea11b?pid=MOBHYCWYZDN5GNTH&lid=LSTMOBHYCWYZDN5GNTHLYK3SY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_366&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBHYCWYZDN5GNTH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 Neo 5G (Martian Orange, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹12,999",https://www.flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_367&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGYQ6BFZJ9RHDD.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme C65 5G (Feather Green, 64 GB)",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹10,499",https://www.flipkart.com/realme-c65-5g-feather-green-64-gb/p/itma294063ac4410?pid=MOBHYFV8GYCCRUAY&lid=LSTMOBHYFV8GYCCRUAY53JVRP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_368&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBHYFV8GYCCRUAY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Google Pixel 9 (Obsidian, 256 GB)",4.6,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Display,50MP + 48MP | 10.5MP Front Camera,4700 mAh Battery,Google Tensor G4 Processor,"₹79,999",https://www.flipkart.com/google-pixel-9-obsidian-256-gb/p/itm330ed8ebeefe1?pid=MOBH2HJGP3FGTECW&lid=LSTMOBH2HJGP3FGTECWIRLKP1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_369&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBH2HJGP3FGTECW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
