mobile_name,rating,ram_rom,display,camera,battery,processor,price,mobile_link
"Infinix SMART 8 HD (Timber Black, 64 GB)",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,"₹6,699",https://www.flipkart.com/infinix-smart-8-hd-timber-black-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX8EG26HZW&lid=LSTMOBGVAPX8EG26HZW7NAQCU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_218&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVAPX8EG26HZW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix SMART 8 HD (Galaxy White, 64 GB)",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,"₹6,699",https://www.flipkart.com/infinix-smart-8-hd-galaxy-white-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX2VJGYWZP&lid=LSTMOBGVAPX2VJGYWZP0HJ6TW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_219&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVAPX2VJGYWZP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix SMART 8 HD (Shiny Gold, 64 GB)",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,"₹6,699",https://www.flipkart.com/infinix-smart-8-hd-shiny-gold-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXG4WHFR9M&lid=LSTMOBGVAPXG4WHFR9MJIYCWG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_220&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVAPXG4WHFR9M.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix SMART 8 HD (Crystal Green, 64 GB)",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,"₹6,699",https://www.flipkart.com/infinix-smart-8-hd-crystal-green-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXGPFUDHYK&lid=LSTMOBGVAPXGPFUDHYKXUDYPL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_221&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVAPXGPFUDHYK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Tecno Spark Go 1 (Glittery White, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Unisoc T616 Ocra Core Processor,"₹7,499",https://www.flipkart.com/tecno-spark-go-1-glittery-white-64-gb/p/itmc2adf9209b1fe?pid=MOBH3WK8P5GETFPS&lid=LSTMOBH3WK8P5GETFPSYLVVCU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_222&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH3WK8P5GETFPS.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) 5G (White, 128 GB)",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹22,999",https://www.flipkart.com/nothing-phone-2a-5g-white-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSFSU7EFDH&lid=LSTMOBGVMQSFSU7EFDHFMLGXZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_223&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVMQSFSU7EFDH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) 5G (Black, 128 GB)",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹22,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWT3EWXTL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_224&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVMQSZWSCFFWT.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) 5G (Blue, 256 GB)",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹22,999",https://www.flipkart.com/nothing-phone-2a-5g-blue-256-gb/p/itm85c6bca5edadc?pid=MOBHY8KMQYHVZ6GE&lid=LSTMOBHY8KMQYHVZ6GENYD1GO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_225&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBHY8KMQYHVZ6GE.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Stealth Black, 256 GB)",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹16,850",https://www.flipkart.com/redmi-note-13-5g-stealth-black-256-gb/p/itm82475e073eb2e?pid=MOBGXYWXGECSEU3E&lid=LSTMOBGXYWXGECSEU3E40AENX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_226&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGXYWXGECSEU3E.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13c 5G (Startrail Green, 256 GB)",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year,"₹13,286",https://www.flipkart.com/redmi-13c-5g-startrail-green-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7ZG3ZFUQP&lid=LSTMOBGW6S7ZG3ZFUQP8SVIE7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_227&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGW6S7ZG3ZFUQP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme NARZO N63 (Leather Blue, 64 GB)",4.3,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 year manufacture warranty,"₹7,599",https://www.flipkart.com/realme-narzo-n63-leather-blue-64-gb/p/itm2b302a7db1067?pid=MOBH2YZFHGBHHJWF&lid=LSTMOBH2YZFHGBHHJWFWT7ROZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_228&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH2YZFHGBHHJWF.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 12x 5G (Coral Red, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,"₹13,499",https://www.flipkart.com/realme-12x-5g-coral-red-128-gb/p/itmaa3401e5370b5?pid=MOBH4KZABPGTZJQA&lid=LSTMOBH4KZABPGTZJQACCCJKV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_229&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH4KZABPGTZJQA.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 12x 5G (Coral Red, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,"₹12,499",https://www.flipkart.com/realme-12x-5g-coral-red-128-gb/p/itmaa3401e5370b5?pid=MOBH4KZAHWY5MYWC&lid=LSTMOBH4KZAHWY5MYWCPXS9IM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_230&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH4KZAHWY5MYWC.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro+ 5G (Monet Gold, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹34,999",https://www.flipkart.com/realme-13-pro-5g-monet-gold-256-gb/p/itm1e3e0852d520a?pid=MOBH2YYDGKH33GNP&lid=LSTMOBH2YYDGKH33GNPJWUMO5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_231&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH2YYDGKH33GNP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro+ 5G (Monet Purple, 512 GB)",4.4,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹36,999",https://www.flipkart.com/realme-13-pro-5g-monet-purple-512-gb/p/itm1e3e0852d520a?pid=MOBH3WFFXGEVENF6&lid=LSTMOBH3WFFXGEVENF6BZ9CCZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_232&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH3WFFXGEVENF6.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",4.5,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹32,999",https://www.flipkart.com/realme-13-pro-5g-monet-purple-256-gb/p/itm1e3e0852d520a?pid=MOBH3WFFYYCHVDTG&lid=LSTMOBH3WFFYYCHVDTG2DASUN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_233&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH3WFFYYCHVDTG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹34,999",https://www.flipkart.com/realme-13-pro-5g-monet-purple-256-gb/p/itm1e3e0852d520a?pid=MOBH3WFFSJYTKA34&lid=LSTMOBH3WFFSJYTKA34YBUWHL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_234&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH3WFFSJYTKA34.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)",4.4,8 GB RAM | 256 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,Samsung Exynos 2200 Processor,"₹32,999",https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/p/itm3dd39c0d1ec9c?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_235&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVTA2GWPSR57X.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P2 Pro 5G (Eagle Grey, 512 GB)",4.4,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor,"₹27,999",https://www.flipkart.com/realme-p2-pro-5g-eagle-grey-512-gb/p/itm53d39fff9f20c?pid=MOBH45GSHAE5Z9HB&lid=LSTMOBH45GSHAE5Z9HBHDNN0E&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_236&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH45GSHAE5Z9HB.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13 5G (Hawaiian Blue, 128 GB)",4.2,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,"₹12,680",https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH2SS96VEZUVX4&lid=LSTMOBH2SS96VEZUVX4XWIC1R&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_237&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBH2SS96VEZUVX4.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g31 (Meteorite Grey, 64 GB)",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,"₹8,399",https://www.flipkart.com/motorola-g31-meteorite-grey-64-gb/p/itmbdda30a7812a0?pid=MOBG3E8WK7736ZH5&lid=LSTMOBG3E8WK7736ZH5PDBHI4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_238&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBG3E8WK7736ZH5.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 Neo 5G (Astral Black, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹12,999",https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_239&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGYQ6BDAJN2UZU.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Snowstorm White, 256 GB)",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹15,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_240&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGWMGBGPMDMYQZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 Neo 5G (Astral Black, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹12,999",https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_241&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBGYQ6BDAJN2UZU.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)",4.6,8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,"₹39,999",https://www.flipkart.com/samsung-galaxy-s23-5g-phantom-black-128-gb/p/itm1f3efe01d1c61?pid=MOBGNPGZVX4PCTTF&lid=LSTMOBGNPGZVX4PCTTFYWYWBL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_242&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBGNPGZVX4PCTTF.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy A14 5G (Black, 64 GB)",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,Exynos 1330 Processor,"₹8,999",https://www.flipkart.com/samsung-galaxy-a14-5g-black-64-gb/p/itm0e4da1965797b?pid=MOBGHT8UA2H4AAPM&lid=LSTMOBGHT8UA2H4AAPMMXBTVD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_243&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBGHT8UA2H4AAPM.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S23 FE (Purple, 128 GB)",4.4,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,Samsung Exynos 2200 Processor,"₹29,999",https://www.flipkart.com/samsung-galaxy-s23-fe-purple-128-gb/p/itm03da6b42ff68e?pid=MOBGVTA24G7GHE6M&lid=LSTMOBGVTA24G7GHE6MN4I8LB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_244&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBGVTA24G7GHE6M.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 Neo 5G (Horizon Blue, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹12,999",https://www.flipkart.com/poco-x6-neo-5g-horizon-blue-128-gb/p/itmd18a36cf08b2d?pid=MOBGYQ6BEE35HBQK&lid=LSTMOBGYQ6BEE35HBQKUT2TLA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_245&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBGYQ6BEE35HBQK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹12,999",https://www.flipkart.com/realme-c63-5g-charger-box-starry-gold-128-gb/p/itm10b8f5cccfadd?pid=MOBH3DZQHRGWZHTY&lid=LSTMOBH3DZQHRGWZHTYV8DX0D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_246&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBH3DZQHRGWZHTY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,"₹5,499",https://www.flipkart.com/poco-c61-locked-airtel-prepaid-diamond-dust-black-64-gb/p/itmc290ff1ada57d?pid=MOBH2N3FTQQVDVFW&lid=LSTMOBH2N3FTQQVDVFWNB3ZTG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_247&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBH2N3FTQQVDVFW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 256 GB)",4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD Display,32MP + 2MP | 8MP Front Camera,5100 mAh Battery,Dimensity 6300 Processor,"₹15,999",https://www.flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-feather-pink-256-gb/p/itma30cb38861d4c?pid=MOBH4GBF36RWE89W&lid=LSTMOBH4GBF36RWE89WP1CQ0N&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_11_248&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=dccdec7a-1883-433b-993d-3cf5f9195fbe.MOBH4GBF36RWE89W.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
